movieId,title,genres,IMAX,Film-Noir,War,Mystery,Adventure,Horror,Western,Thriller,Crime,Musical,Fantasy,Animation,Children,Romance,Action,Comedy,(no genres listed),Sci-Fi,Documentary,Drama
74,Bed of Roses (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,Big Bully (1996),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
76,Screamers (1995),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
77,Nico Icon (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
79,"Juror, The (1996)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
82,Antonia's Line (Antonia) (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
84,Last Summer in the Hamptons (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
85,Angels and Insects (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
86,White Squall (1996),Action|Adventure|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
87,Dunston Checks In (1996),Children|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
88,Black Sheep (1996),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Nick of Time (1995),Action|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90,"Journey of August King, The (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,Mary Reilly (1996),Drama|Horror|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
95,Broken Arrow (1996),Action|Adventure|Thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97,"Hate (Haine, La) (1995)",Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
98,Shopping (1994),Action|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,City Hall (1996),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
102,Mr. Wrong (1996),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
104,Happy Gilmore (1996),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,"Bridges of Madison County, The (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
108,Catwalk (1996),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
110,Braveheart (1995),Action|Drama|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111,Taxi Driver (1976),Crime|Drama|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
113,Before and After (1996),Drama|Mystery,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,Margaret's Museum (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,Anne Frank Remembered (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
118,If Lucy Fell (1996),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,Race the Sun (1996),Adventure|Comedy|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,"Boys of St. Vincent, The (1992)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,Boomerang (1992),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,Flirting With Disaster (1996),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,Jupiter's Wife (1994),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129,Pie in the Sky (1996),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
130,Angela (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,Frankie Starlight (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
132,Jade (1995),Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Nueba Yol (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134,Sonic Outlaws (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,Down Periscope (1996),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,From the Journals of Jean Seberg (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,Man of the Year (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,"Neon Bible, The (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,Target (1995),Action|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
140,Up Close and Personal (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
141,"Birdcage, The (1996)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,Shadows (Cienie) (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,Gospa (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,"Brothers McMullen, The (1995)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,"Awfully Big Adventure, An (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,Amateur (1994),Crime|Drama|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
150,Apollo 13 (1995),Adventure|Drama|IMAX,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,Rob Roy (1995),Action|Drama|Romance|War,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
152,"Addiction, The (1995)",Drama|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
154,Beauty of the Day (Belle de jour) (1967),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,Beyond Rangoon (1995),Adventure|Drama|War,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,Blue in the Face (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
157,Canadian Bacon (1995),Comedy|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,Casper (1995),Adventure|Children,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,Clockers (1995),Crime|Drama|Mystery,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
161,Crimson Tide (1995),Drama|Thriller|War,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162,Crumb (1994),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163,Desperado (1995),Action|Romance|Western,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
167,Feast of July (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,First Knight (1995),Action|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
170,Hackers (1995),Action|Adventure|Crime|Thriller,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
171,Jeffrey (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
174,Jury Duty (1995),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,Kids (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,Living in Oblivion (1995),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Lord of Illusions (1995),Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Love & Human Remains (1993),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
179,Mad Love (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
180,Mallrats (1995),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
182,Moonlight and Valentino (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
183,Mute Witness (1994),Comedy|Horror|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
184,Nadja (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,"Net, The (1995)",Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
186,Nine Months (1995),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
187,Party Girl (1995),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,Reckless (1995),Comedy|Fantasy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
190,Safe (1995),Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,"Scarlet Letter, The (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
192,"Show, The (1995)",Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,Showgirls (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,Smoke (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
195,Something to Talk About (1995),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
196,Species (1995),Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,"Stars Fell on Henrietta, The (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
200,"Tie That Binds, The (1995)",Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,Three Wishes (1995),Drama|Fantasy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
202,Total Eclipse (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Under Siege 2: Dark Territory (1995),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,Unstrung Heroes (1995),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
206,Unzipped (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,"Walk in the Clouds, A (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
208,Waterworld (1995),Action|Adventure|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
209,White Man's Burden (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,Wild Bill (1995),Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"Browning Version, The (1994)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,Before the Rain (Pred dozhdot) (1994),Drama|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,Before Sunrise (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
